SID,SNUM,OBST,SLAT,SLON,SELEV,SHIND,LIFTIND,LIFTVIRT,SWTIND,KIND,CROSSIND,VERTIND,TTIND,CAPE,CAPETEMP,CI,CINSTEMP,BRNUM,BRCAPV,TEMPK,PRESSHPA,MEANTEMP,MEANRATIO,THICK,PRECWATER
LIBR,16320,131116/0000,40.65,17.95,10.0,5.53,2.67,2.52,64.40,20.30,20.30,24.10,44.40,8.07,18.90,-24.00,-16.25,757.08,725.73,849.74,858.80,3.70,8.68,280.94,885.65,290.88,7.62,5521.00,21.3,21.3
